Recipe_code,Recipe_name,Ingredient,Unit_weight_amount
R10082,Rosemary-Walnut Crusted Chicken,"Vinegar, Balsamic",25
R10082,Rosemary-Walnut Crusted Chicken,Dijon Mustard Packet,10
R40100A,"Sweet and Smoky Pork Tenderloin with Cherry Sauce, Apple-Carrot Slaw and Mashed Potatoes","Pork, Tenderloin",12
R40100A,"Sweet and Smoky Pork Tenderloin with Cherry Sauce, Apple-Carrot Slaw and Mashed Potatoes","Apple, Gala",1
R40100A,"Sweet and Smoky Pork Tenderloin with Cherry Sauce, Apple-Carrot Slaw and Mashed Potatoes","Spice, Smoky Cinnamon Paprika Spice",1
R40100A,"Sweet and Smoky Pork Tenderloin with Cherry Sauce, Apple-Carrot Slaw and Mashed Potatoes",Mayonnaise,1
R40100A,"Sweet and Smoky Pork Tenderloin with Cherry Sauce, Apple-Carrot Slaw and Mashed Potatoes","Potato, Yukon B",12
R40100A,"Sweet and Smoky Pork Tenderloin with Cherry Sauce, Apple-Carrot Slaw and Mashed Potatoes","Vinegar, White Wine",25
R40100A,"Sweet and Smoky Pork Tenderloin with Cherry Sauce, Apple-Carrot Slaw and Mashed Potatoes",Scallions,2
R40100A,"Sweet and Smoky Pork Tenderloin with Cherry Sauce, Apple-Carrot Slaw and Mashed Potatoes","Carrots, Shredded",4
R40100A,"Sweet and Smoky Pork Tenderloin with Cherry Sauce, Apple-Carrot Slaw and Mashed Potatoes",Sour Cream,1
R60271A,Portobello & Orecchiette Primavera,"Mushrooms, Portobello Caps",2
R60271A,Portobello & Orecchiette Primavera,Asparagus,6
R60271A,Portobello & Orecchiette Primavera,"Onion, Yellow",1
R60271A,Portobello & Orecchiette Primavera,"Garlic, Peeled",2
R60271A,Portobello & Orecchiette Primavera,"Pasta, Orecchiette",6
R60271A,Portobello & Orecchiette Primavera,Chives,0.25
R60271A,Portobello & Orecchiette Primavera,"Cheese, Shredded Parmesan",1
R60271A,Portobello & Orecchiette Primavera,"Bell Pepper, Red",1
R60271A,Portobello & Orecchiette Primavera,Chili Flakes,1
R70044A,Seitan Tacos al Pastor with Poblano,"Veggie Crumbles, Chipotle",8
R70044A,Seitan Tacos al Pastor with Poblano,"Pepper, Poblano",1
R70044A,Seitan Tacos al Pastor with Poblano,"Onion, White",1
R70044A,Seitan Tacos al Pastor with Poblano,"Pineapple, In-Juice",4
R70044A,Seitan Tacos al Pastor with Poblano,"Spice, Southwest Spice - ""Warm n' Smoky""",1
R70044A,Seitan Tacos al Pastor with Poblano,Chipotle Powder,1
R70044A,Seitan Tacos al Pastor with Poblano,Lime,1
R70044A,Seitan Tacos al Pastor with Poblano,"Tortillas, 6-inch Flour",6
R70044A,Seitan Tacos al Pastor with Poblano,Cilantro,0.25
R60308,Stuffed Summer Squash Boats NOT FOR FAM,"Quinoa, White",0.5
R60308,Stuffed Summer Squash Boats NOT FOR FAM,"Mushrooms, Button",4
R60308,Stuffed Summer Squash Boats NOT FOR FAM,Shallot,2
R60308,Stuffed Summer Squash Boats NOT FOR FAM,"Cheese, Shredded Parmesan",1
R60308,Stuffed Summer Squash Boats NOT FOR FAM,"Garlic, Peeled",2
R60308,Stuffed Summer Squash Boats NOT FOR FAM,"Thyme, Fresh",0.25
R60308,Stuffed Summer Squash Boats NOT FOR FAM,"Stock Concentrate, Veggie",9.6
R60308,Stuffed Summer Squash Boats NOT FOR FAM,Parsley,0.25
R15147A,Spinach Ricotta Ravioli with Chicken Sausage,Scallions,2
R15147A,Spinach Ricotta Ravioli with Chicken Sausage,"Tomato, Roma",1
R15147A,Spinach Ricotta Ravioli with Chicken Sausage,Lemon,1
R15147A,Spinach Ricotta Ravioli with Chicken Sausage,"Sausage Mix, Raw Sweet Italian Chicken",9
R15147A,Spinach Ricotta Ravioli with Chicken Sausage,"Spice, Italian Seasoning - ""So Delizioso""",1
R15147A,Spinach Ricotta Ravioli with Chicken Sausage,"Pasta, Spinach and Ricotta Ravioli",9
R15147A,Spinach Ricotta Ravioli with Chicken Sausage,"Stock Concentrate, Chicken",9.6
R15150A,,,
R99999C,,,
R40116A,,,
R25117B,Dinner and Lunch Chili and Burrito,"Beef, Ground",10
R25117B,Dinner and Lunch Chili and Burrito,"Chorizo, Dried",3
R25117B,Dinner and Lunch Chili and Burrito,"Onion, Yellow",1
R25117B,Dinner and Lunch Chili and Burrito,"Beans, Kidney",13.4
R25117B,Dinner and Lunch Chili and Burrito,"Pepper, Poblano",1
R25117B,Dinner and Lunch Chili and Burrito,"Tomato, Crushed",13.76
R25117B,Dinner and Lunch Chili and Burrito,"Pepper, Jalapeno",1
R25117B,Dinner and Lunch Chili and Burrito,"Stock Concentrate, Beef",12
R25117B,Dinner and Lunch Chili and Burrito,Enchilada Spice Blend,1
R25117B,Dinner and Lunch Chili and Burrito,"Tortillas, 10-inch Flour",2
R25117B,Dinner and Lunch Chili and Burrito,"Rice, Jasmine",0.75
R25117B,Dinner and Lunch Chili and Burrito,"Tomato, Roma",1
R25117B,Dinner and Lunch Chili and Burrito,Cilantro,0.25
R25117B,Dinner and Lunch Chili and Burrito,Scallions,2
R35173A,Crispy Spiced Tilapia Sandwich with Red Cabbage and Cucumber Slaw,"Cucumber, Persian",1
R35173A,Crispy Spiced Tilapia Sandwich with Red Cabbage and Cucumber Slaw,Scallions,2
R35173A,Crispy Spiced Tilapia Sandwich with Red Cabbage and Cucumber Slaw,"Bread, Brioche Buns",2
R35173A,Crispy Spiced Tilapia Sandwich with Red Cabbage and Cucumber Slaw,"Cabbage, Shredded Red",4
R35173A,Crispy Spiced Tilapia Sandwich with Red Cabbage and Cucumber Slaw,"Vinegar, White Wine",25
R35173A,Crispy Spiced Tilapia Sandwich with Red Cabbage and Cucumber Slaw,Tilapia,11
R35173A,Crispy Spiced Tilapia Sandwich with Red Cabbage and Cucumber Slaw,"Breadcrumbs, Panko",0.5
R35173A,Crispy Spiced Tilapia Sandwich with Red Cabbage and Cucumber Slaw,Fry Seasoning Blend,1
R10158,Grilled Chicken with Potato and Summer Squash Hash,"Chicken, Breasts",12
R10158,Grilled Chicken with Potato and Summer Squash Hash,"Potato, Yukon B",12
R10158,Grilled Chicken with Potato and Summer Squash Hash,Sour Cream,1
R10158,Grilled Chicken with Potato and Summer Squash Hash,"Squash, Zucchini",8
R10158,Grilled Chicken with Potato and Summer Squash Hash,Dill,0.25
R10158,Grilled Chicken with Potato and Summer Squash Hash,"Mustard, Dijon, Mini Glass Bottles",1.4
R10158,Grilled Chicken with Potato and Summer Squash Hash,"Stock Concentrate, Chicken",9.6
R10158,Grilled Chicken with Potato and Summer Squash Hash,"Squash, Yellow",8
R66670A,,,
R60350,Mushroom Ragu with Crispy Polenta Cakes and Tangy Arugula Salad,"Mushrooms, Button",8
R60350,Mushroom Ragu with Crispy Polenta Cakes and Tangy Arugula Salad,"Garlic, Peeled",2
R60350,Mushroom Ragu with Crispy Polenta Cakes and Tangy Arugula Salad,Shallot,2
R60350,Mushroom Ragu with Crispy Polenta Cakes and Tangy Arugula Salad,"Thyme, Fresh",0.25
R60350,Mushroom Ragu with Crispy Polenta Cakes and Tangy Arugula Salad,Parsley,0.25
R60350,Mushroom Ragu with Crispy Polenta Cakes and Tangy Arugula Salad,"Stock Concentrate, Veggie",9.6
R60350,Mushroom Ragu with Crispy Polenta Cakes and Tangy Arugula Salad,"Cheese, Shredded Parmesan",1
R60350,Mushroom Ragu with Crispy Polenta Cakes and Tangy Arugula Salad,"Lettuce, Arugula",2
R60350,Mushroom Ragu with Crispy Polenta Cakes and Tangy Arugula Salad,"Vinegar, Balsamic",25
R60350,Mushroom Ragu with Crispy Polenta Cakes and Tangy Arugula Salad,Pine Nuts,1
R60350,Mushroom Ragu with Crispy Polenta Cakes and Tangy Arugula Salad,"Polenta, Precooked",1
R60253,Chard & Wild Mushroom Penne,"Pasta, Penne",6
R60253,Chard & Wild Mushroom Penne,Swiss Chard,8
R60253,Chard & Wild Mushroom Penne,"Mushrooms, Mixed Wild",4
R60253,Chard & Wild Mushroom Penne,"Garlic, Peeled",2
R60253,Chard & Wild Mushroom Penne,"Onion, Yellow",1
R60253,Chard & Wild Mushroom Penne,"Cheese, Shredded Parmesan",1
R60253,Chard & Wild Mushroom Penne,Chili Flakes,1
R60253,Chard & Wild Mushroom Penne,Paprika,1
R25093A,Cumin Beef Stir Fry,"Beef, Ground",10
R25093A,Cumin Beef Stir Fry,Ginger,1
R25093A,Cumin Beef Stir Fry,"Garlic, Peeled",2
R25093A,Cumin Beef Stir Fry,Soy Sauce,1
R25093A,Cumin Beef Stir Fry,Sesame Oil,1
R25093A,Cumin Beef Stir Fry,"Cumin, Whole",1
R25093A,Cumin Beef Stir Fry,Chili Flakes,1
R25093A,Cumin Beef Stir Fry,Cilantro,0.25
R25093A,Cumin Beef Stir Fry,"Onion, Yellow",1
R25093A,Cumin Beef Stir Fry,"Sesame Seeds, White",1
R25093A,Cumin Beef Stir Fry,"Rice, Jasmine",0.75
R40047,Pork al Mojo,"Pork, Boneless Chops (2)",12
R40047,Pork al Mojo,"Beans, Black",13.4
R40047,Pork al Mojo,Orange,1
R40047,Pork al Mojo,"Onion, Red",1
R40047,Pork al Mojo,"Rice, Basmati",0.5
R40047,Pork al Mojo,"Garlic, Peeled",2
R40047,Pork al Mojo,"Bell Pepper, Red/Orange/Yellow - Hot House Grown",1
R40047,Pork al Mojo,"Oregano, Fresh",0.25
R40047,Pork al Mojo,"Jam, Orange",1
R40047,Pork al Mojo,"Stock Concentrate, Chicken",9.6
R40047,Pork al Mojo,Scallions,2
R40047,Pork al Mojo,Lime,1
R80091A,"Duck Breast with Nectarine-Balsamic Sauce, Lemony Rice, and Watercress Salad",Duck Breast,12
R80091A,"Duck Breast with Nectarine-Balsamic Sauce, Lemony Rice, and Watercress Salad",Nectarine,1
R80091A,"Duck Breast with Nectarine-Balsamic Sauce, Lemony Rice, and Watercress Salad",Shallot,2
R80091A,"Duck Breast with Nectarine-Balsamic Sauce, Lemony Rice, and Watercress Salad",Scallions,2
R80091A,"Duck Breast with Nectarine-Balsamic Sauce, Lemony Rice, and Watercress Salad","Mint, Fresh",0.25
R80091A,"Duck Breast with Nectarine-Balsamic Sauce, Lemony Rice, and Watercress Salad",Lemon,1
R80091A,"Duck Breast with Nectarine-Balsamic Sauce, Lemony Rice, and Watercress Salad","Almonds, Sliced",1
R80091A,"Duck Breast with Nectarine-Balsamic Sauce, Lemony Rice, and Watercress Salad","Rice, Jasmine",0.5
R80091A,"Duck Breast with Nectarine-Balsamic Sauce, Lemony Rice, and Watercress Salad",Balsamic Glaze,25
R80091A,"Duck Breast with Nectarine-Balsamic Sauce, Lemony Rice, and Watercress Salad","Stock Concentrate, Chicken",9.6
R80091A,"Duck Breast with Nectarine-Balsamic Sauce, Lemony Rice, and Watercress Salad","Lettuce, Watercress",2
R80093A,Lobster Ravioli and Zucchini in Creamy Tomato Sauce,"Tomato, Heirloom Grape",4
R80093A,Lobster Ravioli and Zucchini in Creamy Tomato Sauce,Shallot,2
R80093A,Lobster Ravioli and Zucchini in Creamy Tomato Sauce,"Garlic, Peeled",2
R80093A,Lobster Ravioli and Zucchini in Creamy Tomato Sauce,Parsley,0.25
R80093A,Lobster Ravioli and Zucchini in Creamy Tomato Sauce,Lemon,1
R80093A,Lobster Ravioli and Zucchini in Creamy Tomato Sauce,Orange,1
R80093A,Lobster Ravioli and Zucchini in Creamy Tomato Sauce,Saffron,0.03
R80093A,Lobster Ravioli and Zucchini in Creamy Tomato Sauce,Hazelnuts,1
R80093A,Lobster Ravioli and Zucchini in Creamy Tomato Sauce,"Breadcrumbs, Panko",0.25
R80093A,Lobster Ravioli and Zucchini in Creamy Tomato Sauce,"Pasta, Lobster Ravioli",9
R80093A,Lobster Ravioli and Zucchini in Creamy Tomato Sauce,Dijon Mustard Packet,10
R80093A,Lobster Ravioli and Zucchini in Creamy Tomato Sauce,"Lettuce, Watercress",2
R80093A,Lobster Ravioli and Zucchini in Creamy Tomato Sauce,"Cheese, Shredded Parmesan",1
R15164A,Chicken Paillard,Lemon,1
R15164A,Chicken Paillard,"Chicken, Cutlets",10
R15164A,Chicken Paillard,"Spice, Italian Seasoning - ""So Delizioso""",1
R15164A,Chicken Paillard,"Potato, Yukon B",16
R15164A,Chicken Paillard,Scallions,2
R15164A,Chicken Paillard,"Squash, Zucchini",8
R15164A,Chicken Paillard,"Tomato, Grape",4
R15164A,Chicken Paillard,Shallot,2
R15164A,Chicken Paillard,"Cheese, Shredded Italian Blend",2
R15164A,Chicken Paillard,"Stock Concentrate, Chicken",9.6
R35166A,Blackened Fish Sandwiches,"Bread, Brioche Buns",2
R35166A,Blackened Fish Sandwiches,Tilapia,11
R35166A,Blackened Fish Sandwiches,"Garlic, Peeled",2
R35166A,Blackened Fish Sandwiches,"Pickle, Dill",1
R35166A,Blackened Fish Sandwiches,"Spice, Blackening Spice - ""Southern Sizzle""",1
R35166A,Blackened Fish Sandwiches,"Cabbage, Shredded Red",4
R35166A,Blackened Fish Sandwiches,Cilantro,0.25
R35166A,Blackened Fish Sandwiches,Lime,1
R35166A,Blackened Fish Sandwiches,Sour Cream,1
R35166A,Blackened Fish Sandwiches,"Cabbage, Shredded Green",4
R25041B,Tomato Garlic Ragu (family version),"Beef, Ground",10
R25041B,Tomato Garlic Ragu (family version),"Pasta, Spaghetti",6
R25041B,Tomato Garlic Ragu (family version),"Onion, Yellow",1
R25041B,Tomato Garlic Ragu (family version),"Garlic, Peeled",2
R25041B,Tomato Garlic Ragu (family version),"Spice, Italian Seasoning - ""So Delizioso""",1
R25041B,Tomato Garlic Ragu (family version),"Thyme, Fresh",0.25
R25041B,Tomato Garlic Ragu (family version),"Squash, Zucchini",8
R25041B,Tomato Garlic Ragu (family version),"Tomato, Crushed",13.76
R25041B,Tomato Garlic Ragu (family version),Soy Sauce,1
R25041B,Tomato Garlic Ragu (family version),"Cheese, Shredded Parmesan",1
R25041B,Tomato Garlic Ragu (family version),Chili Flakes,1
R15152A,Sesame Pecan Chicken Tenders with Honey Mustard,"Chicken, Tenders 12oz (8-11 pieces/pack)",12
R15152A,Sesame Pecan Chicken Tenders with Honey Mustard,"Sesame Seeds, White",1
R15152A,Sesame Pecan Chicken Tenders with Honey Mustard,Dijon Mustard Packet,10
R15152A,Sesame Pecan Chicken Tenders with Honey Mustard,Fry Seasoning Blend,1
R15152A,Sesame Pecan Chicken Tenders with Honey Mustard,"Potato, Fingerling 12oz",12
R15152A,Sesame Pecan Chicken Tenders with Honey Mustard,Sour Cream,1
R15152A,Sesame Pecan Chicken Tenders with Honey Mustard,Green Beans,6
R15152A,Sesame Pecan Chicken Tenders with Honey Mustard,Pecans,1
R15152A,Sesame Pecan Chicken Tenders with Honey Mustard,"Jam, Apricot",1
R15152A,Sesame Pecan Chicken Tenders with Honey Mustard,"Thyme, Fresh",0.25
R15152A,Sesame Pecan Chicken Tenders with Honey Mustard,"Vinegar, White Wine",25
R15152A,Sesame Pecan Chicken Tenders with Honey Mustard,Scallions,2
R35168A,Smoky Brown Sugar Salmon with Sweet Potatoes and Sunflower Seed Salad,"Sugar, Brown",1
R35168A,Smoky Brown Sugar Salmon with Sweet Potatoes and Sunflower Seed Salad,"Paprika, Smoked",1
R35168A,Smoky Brown Sugar Salmon with Sweet Potatoes and Sunflower Seed Salad,"Salmon, Skin-On",10
R35168A,Smoky Brown Sugar Salmon with Sweet Potatoes and Sunflower Seed Salad,Sunflower Seeds,1
R35168A,Smoky Brown Sugar Salmon with Sweet Potatoes and Sunflower Seed Salad,Lemon,1
R35168A,Smoky Brown Sugar Salmon with Sweet Potatoes and Sunflower Seed Salad,Dijon Mustard Packet,5
R35168A,Smoky Brown Sugar Salmon with Sweet Potatoes and Sunflower Seed Salad,"Lettuce, Spring Mix",2
R45076,Gnocchi with Chorizo Bolognese,"Pasta, Gnocchi - Fresh",9
R45076,Gnocchi with Chorizo Bolognese,"Onion, Yellow",1
R45076,Gnocchi with Chorizo Bolognese,"Garlic, Peeled",2
R45076,Gnocchi with Chorizo Bolognese,Tomato Paste,6
R45076,Gnocchi with Chorizo Bolognese,"Oregano, Fresh",0.25
R45076,Gnocchi with Chorizo Bolognese,"Stock Concentrate, Chicken",9.6
R45076,Gnocchi with Chorizo Bolognese,"Cheese, Shredded Parmesan",1
R20074,Pan-Seared Steak with Spring Veggie Succotash,"Steak, Sirloin",12
R20074,Pan-Seared Steak with Spring Veggie Succotash,"Squash, Zucchini",8
R20074,Pan-Seared Steak with Spring Veggie Succotash,"Onion, Red",1
R20074,Pan-Seared Steak with Spring Veggie Succotash,Asparagus,6
R20074,Pan-Seared Steak with Spring Veggie Succotash,"Peas, Fresh and Frozen - 4 Ounce (oz)",4
R20074,Pan-Seared Steak with Spring Veggie Succotash,"Mint, Fresh",0.25
R20074,Pan-Seared Steak with Spring Veggie Succotash,Chives,0.25
R20074,Pan-Seared Steak with Spring Veggie Succotash,Lemon,1
R45109B,Pork carnitas (Classic version),"Pork, Ground",10
R45109B,Pork carnitas (Classic version),"Tortillas, 6-inch Flour",6
R45109B,Pork carnitas (Classic version),"Onion, Red",1
R45109B,Pork carnitas (Classic version),"Pepper, Poblano",1
R45109B,Pork carnitas (Classic version),Lime,1
R45109B,Pork carnitas (Classic version),"Vinegar, White Wine",25
R45109B,Pork carnitas (Classic version),Cilantro,0.25
R45109B,Pork carnitas (Classic version),Fajita Spice Blend,1
R45109B,Pork carnitas (Classic version),Tomato Paste,6
R45109B,Pork carnitas (Classic version),"Stock Concentrate, Chicken",9.6
R45109B,Pork carnitas (Classic version),"Lettuce, Romaine Heart",1
R45109B,Pork carnitas (Classic version),Sour Cream,1
R45109B,Pork carnitas (Classic version),"Cheese, Shredded Monterey Jack",1
R45109B,Pork carnitas (Classic version),Chipotle Powder,1
R30043,Brioche Shrimp Rolls,Shrimp,10
R30043,Brioche Shrimp Rolls,Lemon,1
R30043,Brioche Shrimp Rolls,Scallions,2
R30043,Brioche Shrimp Rolls,"Bread, Brioche Buns",2
R30043,Brioche Shrimp Rolls,Sour Cream,1
R30043,Brioche Shrimp Rolls,Radishes,3
R30043,Brioche Shrimp Rolls,Mayonnaise,1
R30043,Brioche Shrimp Rolls,Tarragon,0.25
R30043,Brioche Shrimp Rolls,"Lettuce, Arugula",2
R45179A,,,
R60351,"Autumn Risotto with Butternut Squash, Sage, and Pepitas","Squash, Butternut",8
R60351,"Autumn Risotto with Butternut Squash, Sage, and Pepitas","Cheese, Shredded Parmesan",1
R60351,"Autumn Risotto with Butternut Squash, Sage, and Pepitas",Shallot,2
R60351,"Autumn Risotto with Butternut Squash, Sage, and Pepitas","Garlic, Peeled",2
R60351,"Autumn Risotto with Butternut Squash, Sage, and Pepitas",Sage,0.25
R60351,"Autumn Risotto with Butternut Squash, Sage, and Pepitas","Rice, Arborio",0.75
R60351,"Autumn Risotto with Butternut Squash, Sage, and Pepitas",Pepitas,1
R80048A,Maple Glazed Duck with Blood Orange Salad,"Potato, Fingerling 12oz",12
R80048A,Maple Glazed Duck with Blood Orange Salad,Duck Breast,12
R80048A,Maple Glazed Duck with Blood Orange Salad,Rosemary,0.25
R80048A,Maple Glazed Duck with Blood Orange Salad,"Garlic, Peeled",2
R80048A,Maple Glazed Duck with Blood Orange Salad,Blood Orange,1
R80048A,Maple Glazed Duck with Blood Orange Salad,Maple Syrup,1
R80048A,Maple Glazed Duck with Blood Orange Salad,"Mustard, Whole Grain",1
R80048A,Maple Glazed Duck with Blood Orange Salad,"Lettuce, Arugula",2
R30023,Shrimp and Farro Bowl,Shrimp,10
R30023,Shrimp and Farro Bowl,Farro,0.75
R30023,Shrimp and Farro Bowl,Shallot,2
R30023,Shrimp and Farro Bowl,"Bell Pepper, Red/Orange/Yellow - Hot House Grown",1
R30023,Shrimp and Farro Bowl,Green Beans,6
R30023,Shrimp and Farro Bowl,Lemon,1
R30023,Shrimp and Farro Bowl,"Garlic, Peeled",2
R30023,Shrimp and Farro Bowl,"Mint, Fresh",0.25
R30023,Shrimp and Farro Bowl,"Lettuce, Arugula",2
R15144A,Spiced Cashew Orange Chicken Stir Fry,"Rice, Jasmine",0.75
R15144A,Spiced Cashew Orange Chicken Stir Fry,Ginger,1
R15144A,Spiced Cashew Orange Chicken Stir Fry,"Bell Pepper, Red/Orange/Yellow - Hot House Grown",1
R15144A,Spiced Cashew Orange Chicken Stir Fry,Scallions,2
R15144A,Spiced Cashew Orange Chicken Stir Fry,Orange,1
R15144A,Spiced Cashew Orange Chicken Stir Fry,"Chicken, Cutlets",10
R15144A,Spiced Cashew Orange Chicken Stir Fry,Cornstarch,1
R15144A,Spiced Cashew Orange Chicken Stir Fry,Cashews Pieces,1
R15144A,Spiced Cashew Orange Chicken Stir Fry,Korean Chili Flakes,1
R15144A,Spiced Cashew Orange Chicken Stir Fry,Soy Sauce,1
R35048,Roasted Salmon with French Lentil Salad,"Salmon, Skin-On",10
R35048,Roasted Salmon with French Lentil Salad,Shallot,2
R35048,Roasted Salmon with French Lentil Salad,"Lentils, French",0.5
R35048,Roasted Salmon with French Lentil Salad,Brussels Sprouts,8
R35048,Roasted Salmon with French Lentil Salad,"Thyme, Fresh",0.25
R35048,Roasted Salmon with French Lentil Salad,Lemon,1
R35048,Roasted Salmon with French Lentil Salad,"Mustard, Dijon, Mini Glass Bottles",1.4
R35048,Roasted Salmon with French Lentil Salad,"Stock Concentrate, Veggie",9.6
R10182,RAPID: Maple-Balsamic Chicken with Sweet Potato and Brussels,"Broccoli, Florets",8
R10182,RAPID: Maple-Balsamic Chicken with Sweet Potato and Brussels,Sweet and Smoky Spice - 1tsp,1
R10182,RAPID: Maple-Balsamic Chicken with Sweet Potato and Brussels,"Chicken, Breasts",12
R10182,RAPID: Maple-Balsamic Chicken with Sweet Potato and Brussels,"Vinegar, Balsamic",25
R10182,RAPID: Maple-Balsamic Chicken with Sweet Potato and Brussels,Honey .5oz,0.5
R45088A,BBQ Pork Meatloaf with Cabbage and Sweet Potato,"Onion, Red",1
R45088A,BBQ Pork Meatloaf with Cabbage and Sweet Potato,Chives,0.25
R45088A,BBQ Pork Meatloaf with Cabbage and Sweet Potato,"Pork, Ground",10
R45088A,BBQ Pork Meatloaf with Cabbage and Sweet Potato,Eggs,2
R45088A,BBQ Pork Meatloaf with Cabbage and Sweet Potato,Sweet and Smoky BBQ Seasoning,1
R45088A,BBQ Pork Meatloaf with Cabbage and Sweet Potato,Classic BBQ Sauce,2
R45088A,BBQ Pork Meatloaf with Cabbage and Sweet Potato,"Cabbage, Shredded Red",4
R45088A,BBQ Pork Meatloaf with Cabbage and Sweet Potato,"Vinegar, Red Wine",25
R45088A,BBQ Pork Meatloaf with Cabbage and Sweet Potato,"Breadcrumbs, Panko",0.5
R45162A,BBQ Pulled Pork Flatbread,"Tomato, Roma",1
R45162A,BBQ Pulled Pork Flatbread,Scallions,2
R45162A,BBQ Pulled Pork Flatbread,Sweet and Smoky BBQ Seasoning,1
R45162A,BBQ Pulled Pork Flatbread,"Pork, Pulled",10
R45162A,BBQ Pulled Pork Flatbread,"Bread, Flatbread",2
R45162A,BBQ Pulled Pork Flatbread,"Cheese, Shredded Mozzarella - 2 Ounce (oz)",2
R45162A,BBQ Pulled Pork Flatbread,Classic BBQ Sauce,2
R15154A,Chicken & Poblano Tacos with Tomatillo Salsa and Lime Crema,"Chicken, Thighs, Boneless/Skinless",12
R15154A,Chicken & Poblano Tacos with Tomatillo Salsa and Lime Crema,"Sauce, Green Salsa - Private Label",7.06
R15154A,Chicken & Poblano Tacos with Tomatillo Salsa and Lime Crema,"Tortillas, 6-inch Flour",6
R15154A,Chicken & Poblano Tacos with Tomatillo Salsa and Lime Crema,"Pepper, Poblano",1
R15154A,Chicken & Poblano Tacos with Tomatillo Salsa and Lime Crema,Sour Cream,1
R15154A,Chicken & Poblano Tacos with Tomatillo Salsa and Lime Crema,Lime,1
R15154A,Chicken & Poblano Tacos with Tomatillo Salsa and Lime Crema,"Cheese, Shredded Monterey Jack",1
R15154A,Chicken & Poblano Tacos with Tomatillo Salsa and Lime Crema,"Tomato, Roma",1
R45042,Cauliflower Pancetta Mac & Cheese,"Pork, Pancetta",4
R45042,Cauliflower Pancetta Mac & Cheese,"Cauliflower, Florets 10oz",10
R45042,Cauliflower Pancetta Mac & Cheese,Scallions,2
R45042,Cauliflower Pancetta Mac & Cheese,Flour,1
R45042,Cauliflower Pancetta Mac & Cheese,"Pasta, Cavatappi 6oz",6
R45042,Cauliflower Pancetta Mac & Cheese,"Stock Concentrate, Chicken",9.6
R45042,Cauliflower Pancetta Mac & Cheese,"Cheese, Shredded Italian Blend",2
R20102A,,,
R40070,UK Peachy Pork Tacos,"Pork, Boneless Chops (2)",12
R40070,UK Peachy Pork Tacos,Peach,1
R40070,UK Peachy Pork Tacos,"Garlic, Peeled",2
R40070,UK Peachy Pork Tacos,"Vinegar, White Wine",25
R40070,UK Peachy Pork Tacos,"Tortillas, 6-inch Flour",6
R40070,UK Peachy Pork Tacos,"Spice, Southwest Spice - ""Warm n' Smoky""",1
R40070,UK Peachy Pork Tacos,Parsley,0.25
R40070,UK Peachy Pork Tacos,"Cabbage, Shredded Red",4
R40070,UK Peachy Pork Tacos,Lime,1
R40070,UK Peachy Pork Tacos,Shallot,2
R40070,UK Peachy Pork Tacos,"Tomato, Roma",1
R25048,Homestyle Meatloaf,"Beef, Ground",10
R25048,Homestyle Meatloaf,"Potato, Russet",12
R25048,Homestyle Meatloaf,"Garlic, Peeled",2
R25048,Homestyle Meatloaf,"Breadcrumbs, Panko",0.5
R25048,Homestyle Meatloaf,Shallot,2
R25048,Homestyle Meatloaf,"Stock Concentrate, Beef",12
R25048,Homestyle Meatloaf,"Thyme, Fresh",0.25
R25048,Homestyle Meatloaf,"Carrots, Baby Stemmed",8
R25048,Homestyle Meatloaf,Ketchup,1
R25048,Homestyle Meatloaf,Flour,1
R80037A,Prosciutto Wrapped Chicken over Truffle Mushroom Risotto,"Chicken, Breasts",12
R80037A,Prosciutto Wrapped Chicken over Truffle Mushroom Risotto,Prosciutto,2
R80037A,Prosciutto Wrapped Chicken over Truffle Mushroom Risotto,Shallot,2
R80037A,Prosciutto Wrapped Chicken over Truffle Mushroom Risotto,"Garlic, Peeled",2
R80037A,Prosciutto Wrapped Chicken over Truffle Mushroom Risotto,"Rice, Arborio",0.75
R80037A,Prosciutto Wrapped Chicken over Truffle Mushroom Risotto,"Cheese, Shredded Parmesan",1
R80037A,Prosciutto Wrapped Chicken over Truffle Mushroom Risotto,"Mushrooms, Cremini",4
R80037A,Prosciutto Wrapped Chicken over Truffle Mushroom Risotto,Chives,0.25
R80037A,Prosciutto Wrapped Chicken over Truffle Mushroom Risotto,Lemon,1
R80037A,Prosciutto Wrapped Chicken over Truffle Mushroom Risotto,Truffle Oil,25
R80037A,Prosciutto Wrapped Chicken over Truffle Mushroom Risotto,"Butter, Roasted Garlic Herb",1
R15037,Char-Broiled BBQ Chicken with Summery Potato & Green Bean Salad,"Chicken, Thighs, Boneless/Skinless",12
R15037,Char-Broiled BBQ Chicken with Summery Potato & Green Bean Salad,Green Beans,6
R15037,Char-Broiled BBQ Chicken with Summery Potato & Green Bean Salad,"Potato, Yukon B",12
R15037,Char-Broiled BBQ Chicken with Summery Potato & Green Bean Salad,Scallions,2
R15037,Char-Broiled BBQ Chicken with Summery Potato & Green Bean Salad,"Vinegar, White Wine",25
R15037,Char-Broiled BBQ Chicken with Summery Potato & Green Bean Salad,Mayonnaise,1
R15037,Char-Broiled BBQ Chicken with Summery Potato & Green Bean Salad,Classic BBQ Sauce,2
R45064B,Penne With a Kick - summer,"Onion, Red",1
R45064B,Penne With a Kick - summer,"Garlic, Peeled",2
R45064B,Penne With a Kick - summer,"Tomato, Roma",1
